DATE_FROM,DATE_TO,GATE_OPEN_TIME,GATE_CLOSURE_TIME,ALLOCATION_DEADLINE,TENDER_TYPE,ROUND,TYPE_OF_RESERVES,PRODUCT,TOTAL_DEMAND_[MW],GERMANY_BLOCK_DEMAND_[MW],GERMANY_BLOCK_EXPORT_LIMIT_[MW],GERMANY_BLOCK_CORE_PORTION_[MW],TRANSNETBW_AREA_CORE_PORTION_[MW],AMPRION_AREA_CORE_PORTION_[MW],50HERTZ_AREA_CORE_PORTION_[MW],TENNET_AREA_CORE_PORTION_[MW],BELGIUM_BLOCK_DEMAND_[MW],BELGIUM_BLOCK_EXPORT_LIMIT_[MW],BELGIUM_BLOCK_CORE_PORTION_[MW],ELIA_AREA_CORE_PORTION_[MW],FRANCE_BLOCK_DEMAND_[MW],FRANCE_BLOCK_EXPORT_LIMIT_[MW],FRANCE_BLOCK_CORE_PORTION_[MW],RTE_AREA_CORE_PORTION_[MW],NETHERLANDS_BLOCK_DEMAND_[MW],NETHERLANDS_BLOCK_EXPORT_LIMIT_[MW],NETHERLANDS_BLOCK_CORE_PORTION_[MW],TTB_AREA_CORE_PORTION_[MW],AUSTRIA_BLOCK_DEMAND_[MW],AUSTRIA_BLOCK_EXPORT_LIMIT_[MW],AUSTRIA_BLOCK_CORE_PORTION_[MW],APG_AREA_CORE_PORTION_[MW],SWITZERLAND_BLOCK_DEMAND_[MW],SWITZERLAND_BLOCK_EXPORT_LIMIT_[MW],SWITZERLAND_BLOCK_CORE_PORTION_[MW],SWISSGRID_AREA_CORE_PORTION_[MW],SLOVENIA_BLOCK_DEMAND_[MW],SLOVENIA_BLOCK_EXPORT_LIMIT_[MW],SLOVENIA_BLOCK_CORE_PORTION_[MW],ELES_AREA_CORE_PORTION_[MW],DENMARK_BLOCK_DEMAND_[MW],DENMARK_BLOCK_EXPORT_LIMIT_[MW],DENMARK_BLOCK_CORE_PORTION_[MW],ENERGINET_AREA_CORE_PORTION_[MW]
01/03/2021,01/03/2021,15/02/2021 11:00,28/02/2021 08:00,28/02/2021 08:30,DAILY,1,FCR,NEGPOS_12_16,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
01/03/2021,01/03/2021,15/02/2021 11:00,28/02/2021 08:00,28/02/2021 08:30,DAILY,1,FCR,NEGPOS_16_20,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
01/03/2021,01/03/2021,15/02/2021 11:00,28/02/2021 08:00,28/02/2021 08:30,DAILY,1,FCR,NEGPOS_20_24,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
02/03/2021,02/03/2021,16/02/2021 11:00,01/03/2021 08:00,01/03/2021 08:30,DAILY,1,FCR,NEGPOS_00_04,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
02/03/2021,02/03/2021,16/02/2021 11:00,01/03/2021 08:00,01/03/2021 08:30,DAILY,1,FCR,NEGPOS_04_08,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
02/03/2021,02/03/2021,16/02/2021 11:00,01/03/2021 08:00,01/03/2021 08:30,DAILY,1,FCR,NEGPOS_08_12,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
02/03/2021,02/03/2021,16/02/2021 11:00,01/03/2021 08:00,01/03/2021 08:30,DAILY,1,FCR,NEGPOS_12_16,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
02/03/2021,02/03/2021,16/02/2021 11:00,01/03/2021 08:00,01/03/2021 08:30,DAILY,1,FCR,NEGPOS_16_20,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
02/03/2021,02/03/2021,16/02/2021 11:00,01/03/2021 08:00,01/03/2021 08:30,DAILY,1,FCR,NEGPOS_20_24,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
03/03/2021,03/03/2021,17/02/2021 11:00,02/03/2021 08:00,02/03/2021 08:30,DAILY,1,FCR,NEGPOS_00_04,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
03/03/2021,03/03/2021,17/02/2021 11:00,02/03/2021 08:00,02/03/2021 08:30,DAILY,1,FCR,NEGPOS_04_08,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
03/03/2021,03/03/2021,17/02/2021 11:00,02/03/2021 08:00,02/03/2021 08:30,DAILY,1,FCR,NEGPOS_08_12,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
03/03/2021,03/03/2021,17/02/2021 11:00,02/03/2021 08:00,02/03/2021 08:30,DAILY,1,FCR,NEGPOS_12_16,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
03/03/2021,03/03/2021,17/02/2021 11:00,02/03/2021 08:00,02/03/2021 08:30,DAILY,1,FCR,NEGPOS_16_20,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
03/03/2021,03/03/2021,17/02/2021 11:00,02/03/2021 08:00,02/03/2021 08:30,DAILY,1,FCR,NEGPOS_20_24,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
04/03/2021,04/03/2021,18/02/2021 11:00,03/03/2021 08:00,03/03/2021 08:30,DAILY,1,FCR,NEGPOS_00_04,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
04/03/2021,04/03/2021,18/02/2021 11:00,03/03/2021 08:00,03/03/2021 08:30,DAILY,1,FCR,NEGPOS_04_08,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
04/03/2021,04/03/2021,18/02/2021 11:00,03/03/2021 08:00,03/03/2021 08:30,DAILY,1,FCR,NEGPOS_08_12,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
04/03/2021,04/03/2021,18/02/2021 11:00,03/03/2021 08:00,03/03/2021 08:30,DAILY,1,FCR,NEGPOS_12_16,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
04/03/2021,04/03/2021,18/02/2021 11:00,03/03/2021 08:00,03/03/2021 08:30,DAILY,1,FCR,NEGPOS_16_20,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
04/03/2021,04/03/2021,18/02/2021 11:00,03/03/2021 08:00,03/03/2021 08:30,DAILY,1,FCR,NEGPOS_20_24,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
05/03/2021,05/03/2021,19/02/2021 11:00,04/03/2021 08:00,04/03/2021 08:30,DAILY,1,FCR,NEGPOS_00_04,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
05/03/2021,05/03/2021,19/02/2021 11:00,04/03/2021 08:00,04/03/2021 08:30,DAILY,1,FCR,NEGPOS_04_08,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
05/03/2021,05/03/2021,19/02/2021 11:00,04/03/2021 08:00,04/03/2021 08:30,DAILY,1,FCR,NEGPOS_08_12,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
05/03/2021,05/03/2021,19/02/2021 11:00,04/03/2021 08:00,04/03/2021 08:30,DAILY,1,FCR,NEGPOS_12_16,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
05/03/2021,05/03/2021,19/02/2021 11:00,04/03/2021 08:00,04/03/2021 08:30,DAILY,1,FCR,NEGPOS_16_20,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
05/03/2021,05/03/2021,19/02/2021 11:00,04/03/2021 08:00,04/03/2021 08:30,DAILY,1,FCR,NEGPOS_20_24,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
06/03/2021,06/03/2021,20/02/2021 11:00,05/03/2021 08:00,05/03/2021 08:30,DAILY,1,FCR,NEGPOS_00_04,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
06/03/2021,06/03/2021,20/02/2021 11:00,05/03/2021 08:00,05/03/2021 08:30,DAILY,1,FCR,NEGPOS_04_08,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
06/03/2021,06/03/2021,20/02/2021 11:00,05/03/2021 08:00,05/03/2021 08:30,DAILY,1,FCR,NEGPOS_08_12,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
06/03/2021,06/03/2021,20/02/2021 11:00,05/03/2021 08:00,05/03/2021 08:30,DAILY,1,FCR,NEGPOS_12_16,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
06/03/2021,06/03/2021,20/02/2021 11:00,05/03/2021 08:00,05/03/2021 08:30,DAILY,1,FCR,NEGPOS_16_20,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
06/03/2021,06/03/2021,20/02/2021 11:00,05/03/2021 08:00,05/03/2021 08:30,DAILY,1,FCR,NEGPOS_20_24,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
07/03/2021,07/03/2021,21/02/2021 11:00,06/03/2021 08:00,06/03/2021 08:30,DAILY,1,FCR,NEGPOS_00_04,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
07/03/2021,07/03/2021,21/02/2021 11:00,06/03/2021 08:00,06/03/2021 08:30,DAILY,1,FCR,NEGPOS_04_08,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
07/03/2021,07/03/2021,21/02/2021 11:00,06/03/2021 08:00,06/03/2021 08:30,DAILY,1,FCR,NEGPOS_08_12,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
07/03/2021,07/03/2021,21/02/2021 11:00,06/03/2021 08:00,06/03/2021 08:30,DAILY,1,FCR,NEGPOS_12_16,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
07/03/2021,07/03/2021,21/02/2021 11:00,06/03/2021 08:00,06/03/2021 08:30,DAILY,1,FCR,NEGPOS_16_20,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
07/03/2021,07/03/2021,21/02/2021 11:00,06/03/2021 08:00,06/03/2021 08:30,DAILY,1,FCR,NEGPOS_20_24,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
08/03/2021,08/03/2021,22/02/2021 11:00,07/03/2021 08:00,07/03/2021 08:30,DAILY,1,FCR,NEGPOS_00_04,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
08/03/2021,08/03/2021,22/02/2021 11:00,07/03/2021 08:00,07/03/2021 08:30,DAILY,1,FCR,NEGPOS_04_08,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
08/03/2021,08/03/2021,22/02/2021 11:00,07/03/2021 08:00,07/03/2021 08:30,DAILY,1,FCR,NEGPOS_08_12,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
08/03/2021,08/03/2021,22/02/2021 11:00,07/03/2021 08:00,07/03/2021 08:30,DAILY,1,FCR,NEGPOS_12_16,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
08/03/2021,08/03/2021,22/02/2021 11:00,07/03/2021 08:00,07/03/2021 08:30,DAILY,1,FCR,NEGPOS_16_20,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
08/03/2021,08/03/2021,22/02/2021 11:00,07/03/2021 08:00,07/03/2021 08:30,DAILY,1,FCR,NEGPOS_20_24,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
09/03/2021,09/03/2021,23/02/2021 11:00,08/03/2021 08:00,08/03/2021 08:30,DAILY,1,FCR,NEGPOS_00_04,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
09/03/2021,09/03/2021,23/02/2021 11:00,08/03/2021 08:00,08/03/2021 08:30,DAILY,1,FCR,NEGPOS_04_08,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
09/03/2021,09/03/2021,23/02/2021 11:00,08/03/2021 08:00,08/03/2021 08:30,DAILY,1,FCR,NEGPOS_08_12,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
09/03/2021,09/03/2021,23/02/2021 11:00,08/03/2021 08:00,08/03/2021 08:30,DAILY,1,FCR,NEGPOS_12_16,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
09/03/2021,09/03/2021,23/02/2021 11:00,08/03/2021 08:00,08/03/2021 08:30,DAILY,1,FCR,NEGPOS_16_20,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
09/03/2021,09/03/2021,23/02/2021 11:00,08/03/2021 08:00,08/03/2021 08:30,DAILY,1,FCR,NEGPOS_20_24,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
10/03/2021,10/03/2021,24/02/2021 11:00,09/03/2021 08:00,09/03/2021 08:30,DAILY,1,FCR,NEGPOS_00_04,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
10/03/2021,10/03/2021,24/02/2021 11:00,09/03/2021 08:00,09/03/2021 08:30,DAILY,1,FCR,NEGPOS_04_08,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
10/03/2021,10/03/2021,24/02/2021 11:00,09/03/2021 08:00,09/03/2021 08:30,DAILY,1,FCR,NEGPOS_08_12,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
10/03/2021,10/03/2021,24/02/2021 11:00,09/03/2021 08:00,09/03/2021 08:30,DAILY,1,FCR,NEGPOS_12_16,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
10/03/2021,10/03/2021,24/02/2021 11:00,09/03/2021 08:00,09/03/2021 08:30,DAILY,1,FCR,NEGPOS_16_20,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
10/03/2021,10/03/2021,24/02/2021 11:00,09/03/2021 08:00,09/03/2021 08:30,DAILY,1,FCR,NEGPOS_20_24,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
11/03/2021,11/03/2021,25/02/2021 11:00,10/03/2021 08:00,10/03/2021 08:30,DAILY,1,FCR,NEGPOS_00_04,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
11/03/2021,11/03/2021,25/02/2021 11:00,10/03/2021 08:00,10/03/2021 08:30,DAILY,1,FCR,NEGPOS_04_08,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
11/03/2021,11/03/2021,25/02/2021 11:00,10/03/2021 08:00,10/03/2021 08:30,DAILY,1,FCR,NEGPOS_08_12,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
11/03/2021,11/03/2021,25/02/2021 11:00,10/03/2021 08:00,10/03/2021 08:30,DAILY,1,FCR,NEGPOS_12_16,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
11/03/2021,11/03/2021,25/02/2021 11:00,10/03/2021 08:00,10/03/2021 08:30,DAILY,1,FCR,NEGPOS_16_20,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
11/03/2021,11/03/2021,25/02/2021 11:00,10/03/2021 08:00,10/03/2021 08:30,DAILY,1,FCR,NEGPOS_20_24,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
12/03/2021,12/03/2021,26/02/2021 11:00,11/03/2021 08:00,11/03/2021 08:30,DAILY,1,FCR,NEGPOS_00_04,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
12/03/2021,12/03/2021,26/02/2021 11:00,11/03/2021 08:00,11/03/2021 08:30,DAILY,1,FCR,NEGPOS_04_08,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
12/03/2021,12/03/2021,26/02/2021 11:00,11/03/2021 08:00,11/03/2021 08:30,DAILY,1,FCR,NEGPOS_08_12,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
12/03/2021,12/03/2021,26/02/2021 11:00,11/03/2021 08:00,11/03/2021 08:30,DAILY,1,FCR,NEGPOS_12_16,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
12/03/2021,12/03/2021,26/02/2021 11:00,11/03/2021 08:00,11/03/2021 08:30,DAILY,1,FCR,NEGPOS_16_20,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
12/03/2021,12/03/2021,26/02/2021 11:00,11/03/2021 08:00,11/03/2021 08:30,DAILY,1,FCR,NEGPOS_20_24,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
13/03/2021,13/03/2021,27/02/2021 11:00,12/03/2021 08:00,12/03/2021 08:30,DAILY,1,FCR,NEGPOS_00_04,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
13/03/2021,13/03/2021,27/02/2021 11:00,12/03/2021 08:00,12/03/2021 08:30,DAILY,1,FCR,NEGPOS_04_08,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
13/03/2021,13/03/2021,27/02/2021 11:00,12/03/2021 08:00,12/03/2021 08:30,DAILY,1,FCR,NEGPOS_08_12,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
13/03/2021,13/03/2021,27/02/2021 11:00,12/03/2021 08:00,12/03/2021 08:30,DAILY,1,FCR,NEGPOS_12_16,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
13/03/2021,13/03/2021,27/02/2021 11:00,12/03/2021 08:00,12/03/2021 08:30,DAILY,1,FCR,NEGPOS_16_20,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
13/03/2021,13/03/2021,27/02/2021 11:00,12/03/2021 08:00,12/03/2021 08:30,DAILY,1,FCR,NEGPOS_20_24,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
14/03/2021,14/03/2021,28/02/2021 11:00,13/03/2021 08:00,13/03/2021 08:30,DAILY,1,FCR,NEGPOS_00_04,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
14/03/2021,14/03/2021,13/03/2021 09:15,13/03/2021 15:00,13/03/2021 15:30,DAILY,2,FCR,NEGPOS_00_04,4,,,,,,,,,,,,,,,,4,0,4,,,,,,,,,,,,,,,,,
14/03/2021,14/03/2021,28/02/2021 11:00,13/03/2021 08:00,13/03/2021 08:30,DAILY,1,FCR,NEGPOS_04_08,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
14/03/2021,14/03/2021,13/03/2021 09:15,13/03/2021 15:00,13/03/2021 15:30,DAILY,2,FCR,NEGPOS_04_08,4,,,,,,,,,,,,,,,,4,0,4,,,,,,,,,,,,,,,,,
14/03/2021,14/03/2021,28/02/2021 11:00,13/03/2021 08:00,13/03/2021 08:30,DAILY,1,FCR,NEGPOS_08_12,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
14/03/2021,14/03/2021,13/03/2021 09:15,13/03/2021 15:00,13/03/2021 15:30,DAILY,2,FCR,NEGPOS_08_12,4,,,,,,,,,,,,,,,,4,0,4,,,,,,,,,,,,,,,,,
14/03/2021,14/03/2021,28/02/2021 11:00,13/03/2021 08:00,13/03/2021 08:30,DAILY,1,FCR,NEGPOS_12_16,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
14/03/2021,14/03/2021,13/03/2021 09:15,13/03/2021 15:00,13/03/2021 15:30,DAILY,2,FCR,NEGPOS_12_16,4,,,,,,,,,,,,,,,,4,0,4,,,,,,,,,,,,,,,,,
14/03/2021,14/03/2021,28/02/2021 11:00,13/03/2021 08:00,13/03/2021 08:30,DAILY,1,FCR,NEGPOS_16_20,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
14/03/2021,14/03/2021,13/03/2021 09:15,13/03/2021 15:00,13/03/2021 15:30,DAILY,2,FCR,NEGPOS_16_20,4,,,,,,,,,,,,,,,,4,0,4,,,,,,,,,,,,,,,,,
14/03/2021,14/03/2021,28/02/2021 11:00,13/03/2021 08:00,13/03/2021 08:30,DAILY,1,FCR,NEGPOS_20_24,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
14/03/2021,14/03/2021,13/03/2021 09:15,13/03/2021 15:00,13/03/2021 15:30,DAILY,2,FCR,NEGPOS_20_24,4,,,,,,,,,,,,,,,,4,0,4,,,,,,,,,,,,,,,,,
15/03/2021,15/03/2021,01/03/2021 11:00,14/03/2021 08:00,14/03/2021 08:30,DAILY,1,FCR,NEGPOS_00_04,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
15/03/2021,15/03/2021,01/03/2021 11:00,14/03/2021 08:00,14/03/2021 08:30,DAILY,1,FCR,NEGPOS_04_08,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
15/03/2021,15/03/2021,01/03/2021 11:00,14/03/2021 08:00,14/03/2021 08:30,DAILY,1,FCR,NEGPOS_08_12,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
15/03/2021,15/03/2021,01/03/2021 11:00,14/03/2021 08:00,14/03/2021 08:30,DAILY,1,FCR,NEGPOS_12_16,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
15/03/2021,15/03/2021,01/03/2021 11:00,14/03/2021 08:00,14/03/2021 08:30,DAILY,1,FCR,NEGPOS_16_20,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
15/03/2021,15/03/2021,01/03/2021 11:00,14/03/2021 08:00,14/03/2021 08:30,DAILY,1,FCR,NEGPOS_20_24,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
16/03/2021,16/03/2021,02/03/2021 11:00,15/03/2021 08:00,15/03/2021 08:30,DAILY,1,FCR,NEGPOS_00_04,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
16/03/2021,16/03/2021,02/03/2021 11:00,15/03/2021 08:00,15/03/2021 08:30,DAILY,1,FCR,NEGPOS_04_08,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
16/03/2021,16/03/2021,02/03/2021 11:00,15/03/2021 08:00,15/03/2021 08:30,DAILY,1,FCR,NEGPOS_08_12,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
16/03/2021,16/03/2021,02/03/2021 11:00,15/03/2021 08:00,15/03/2021 08:30,DAILY,1,FCR,NEGPOS_12_16,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
16/03/2021,16/03/2021,02/03/2021 11:00,15/03/2021 08:00,15/03/2021 08:30,DAILY,1,FCR,NEGPOS_16_20,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
16/03/2021,16/03/2021,02/03/2021 11:00,15/03/2021 08:00,15/03/2021 08:30,DAILY,1,FCR,NEGPOS_20_24,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
17/03/2021,17/03/2021,03/03/2021 11:00,16/03/2021 08:00,16/03/2021 08:30,DAILY,1,FCR,NEGPOS_00_04,1444,562,168,169,,,,,87,100,27,,508,152,153,,114,100,35,,71,100,22,,67,100,21,,15,100,0,,20,6,6,
